item_identifier,item_fat_content,item_mrp,item_outlet_sales,item_visibility,item_weight,outlet_identifier,outlet_location_type,outlet_size,outlet_type,source,item_type_combined,outlet_years
FDH52,Regular,63.6194,1239.18696,0.076868664,10.55,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDZ56,Low Fat,168.1474,5390.3168,0.025789175,16.25,OUT045,Tier 3,Small,Supermarket Type1,train,Food,18
FDV36,Low Fat,128.102,1564.0973600000002,0.046051414,13.541000000000002,OUT045,Tier 3,Small,Supermarket Type3,train,Food,15
NCN14,Non-Edible,184.2608,367.5216,0.160936178,15.006,OUT019,Tier 1,Small,Grocery Store,train,Non-Consumable,37
FDI27,Regular,43.8744,633.8416,0.04605781,8.71,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDC47,Low Fat,229.9694,4496.94636,0.208162156,14.0,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDG04,Low Fat,188.9898,2779.98132,0.010615026,10.829000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCB55,Non-Edible,59.4562,829.5868,0.161317495,15.7,OUT046,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDW38,Regular,55.9298,107.8596,0.0,13.45,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDG21,Regular,149.605,3745.125,0.146895866,17.35,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
NCH07,Non-Edible,160.4604,3097.03528,0.162248011,14.520999999999997,OUT049,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
NCT53,Non-Edible,165.8526,2960.1468,0.084245356,12.564000000000002,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
NCT05,Non-Edible,255.6672,4346.3424,0.020994339,10.895,OUT045,Tier 2,Small,Supermarket Type1,train,Non-Consumable,20
FDC29,Regular,114.0176,2290.352,0.024304264,8.39,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
FDW57,Regular,179.1028,3896.2616,0.115857223,8.31,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
NCK19,Non-Edible,194.3478,387.4956,0.151420934,9.8,OUT013,Tier 3,Small,Supermarket Type1,train,Non-Consumable,24
FDJ15,Regular,185.4608,3462.02684,0.023454399,14.954000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDW01,Low Fat,153.4682,2287.023,0.063750302,9.43,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDW33,Low Fat,107.328,1714.4350000000002,0.165907543,9.395,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
NCM19,Non-Edible,112.0202,5063.409,0.047008497,11.059000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,37
FDV28,Regular,34.9558,67.9116,0.267352587,16.1,OUT010,Tier 3,Small,Grocery Store,train,Food,24
FDE23,Regular,47.806,455.5403600000001,0.053481818,17.6,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDD53,Low Fat,43.7454,538.6322,0.077427883,13.411000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
NCH29,Non-Edible,99.7726,1337.3258799999999,0.060359181,11.911999999999999,OUT046,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
DRH37,Low Fat,165.2526,822.263,0.072864869,9.991,OUT045,Tier 2,Small,Supermarket Type1,train,Drinks,20
FDV09,Low Fat,150.4734,2345.08076,0.036012919,14.74,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDT51,Regular,111.1544,1563.2984000000001,0.019117392,11.181000000000001,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
DRI11,Low Fat,115.9834,345.5502,0.060237465,12.72,OUT027,Tier 3,Small,Supermarket Type3,train,Drinks,37
NCM53,Non-Edible,104.628,745.696,0.052146456,18.75,OUT045,Tier 2,Small,Supermarket Type1,train,Non-Consumable,20
NCH18,Non-Edible,246.1802,2702.4822,0.044843161,9.3,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-Consumable,13
FDE14,Regular,99.47,1316.55292,0.031623019,11.912,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDH34,Low Fat,187.1582,3395.31368,0.054443762,12.488,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDH47,Regular,98.6068,1581.6744800000001,0.21561193,13.5,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDZ25,Regular,169.379,5602.707,0.027617046,9.444,OUT046,Tier 3,Small,Supermarket Type3,train,Food,25
FDT56,Regular,59.1246,795.8973199999999,0.193477995,12.151,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDR20,Regular,46.7744,1222.4088,0.028282832,20.0,OUT035,Tier 2,Small,Supermarket Type1,train,Food,15
NCL41,Non-Edible,36.3216,605.07904,0.073077197,11.144,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDB40,Regular,145.9102,2187.153,0.007555176,17.5,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDS24,Regular,90.2514,1309.4954400000001,0.062576446,12.287,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDJ22,Low Fat,193.6504,383.5008,0.09246392,12.114999999999998,OUT019,Tier 2,Small,Supermarket Type1,train,Food,15
FDZ37,Regular,88.7198,1946.26656,0.019880322,13.315000000000001,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
DRN35,Low Fat,37.9532,668.1968800000001,0.117580062,16.68,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,13
DRK37,Low Fat,189.453,759.012,0.077046505,13.426000000000002,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,25
FDC48,Low Fat,84.5592,920.1356,0.027767577,12.222,OUT046,Tier 3,Small,Supermarket Type3,train,Food,15
FDI57,Low Fat,196.8768,2561.9984,0.053980686,19.85,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDO03,Regular,230.5352,5211.8824,0.064577332,14.0,OUT045,Tier 3,Small,Supermarket Type3,train,Food,13
DRD24,Low Fat,143.3154,1985.4156,0.030969274,13.85,OUT046,Tier 2,Small,Supermarket Type1,train,Drinks,15
FDX14,Low Fat,74.0354,75.2354,0.13121032,12.761000000000001,OUT019,Tier 1,Small,Grocery Store,train,Food,37
DRO59,Low Fat,77.9012,1059.02148,0.094817105,12.84,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,15
NCK31,Non-Edible,50.9666,717.7324,0.026916794,13.75,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,37
FDB50,Low Fat,79.6986,1120.67456,0.268966279,13.830000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDQ19,Regular,242.9512,4310.3892,0.024044279,13.622,OUT046,Tier 3,Small,Supermarket Type3,train,Food,15
DRB25,Low Fat,106.3938,857.5504,0.069446588,12.3,OUT035,Tier 2,Small,Supermarket Type1,train,Drinks,18
FDO04,Low Fat,57.2614,607.8754,0.026537206,11.780000000000001,OUT046,Tier 3,Small,Supermarket Type3,train,Food,25
NCQ18,Non-Edible,99.67,1337.3258799999999,0.226084177,11.911999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
FDY48,Low Fat,104.4332,307.5996,0.041556697,13.006,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
FDW32,Regular,87.7882,836.3779599999998,0.165101585,11.61,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDK43,Low Fat,128.402,253.004,0.046994717,12.615,OUT045,Tier 3,Small,Supermarket Type2,train,Food,13
NCR42,Non-Edible,34.89,553.01348,0.06737681,13.75,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDJ58,Regular,170.1764,3435.528,0.105296072,15.6,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDT25,Low Fat,121.7072,3552.7088,0.051038045,7.5,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
NCR53,Non-Edible,224.4404,6976.2524,0.144338493,14.379,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,13
DRA59,Regular,186.6924,7033.5112,0.223985293,13.425999999999998,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,13
FDI41,Regular,148.7418,4561.3958,0.109003832,9.959999999999999,OUT045,Tier 3,Small,Supermarket Type3,train,Food,15
FDT33,Regular,168.7158,3005.55436,0.034182922,7.81,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDP58,Low Fat,220.7482,4019.70092,0.236616754,12.439,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCM55,Non-Edible,184.7924,370.1848,0.111685868,15.6,OUT010,Tier 3,Small,Grocery Store,train,Non-Consumable,24
FDT14,Regular,121.844,2869.8643199999997,0.223633668,14.558000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDR55,Regular,190.6872,2269.0464,0.13283066,12.15,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDJ38,Regular,190.153,3036.048,0.040197932,8.6,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDA08,Regular,164.1526,3124.5994,0.050186726,11.85,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDA50,Low Fat,94.941,1737.738,0.087668236,16.25,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
DRG03,Low Fat,154.4998,1691.7978,0.061934991,14.5,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,35
FDX10,Regular,36.9874,388.1614,0.123961415,14.969,OUT045,Tier 3,Small,Supermarket Type3,train,Food,20
FDT03,Low Fat,185.5608,551.2824,0.016735879,13.425999999999998,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
NCE43,Non-Edible,169.9448,2897.5616,0.103422709,12.5,OUT035,Tier 2,Small,Supermarket Type1,train,Non-Consumable,18
FDZ39,Regular,101.799,1857.582,0.018126724,19.7,OUT035,Tier 2,Small,Supermarket Type1,train,Food,15
FDG20,Regular,178.2028,2479.4392,0.210375806,15.5,OUT017,Tier 3,Small,Supermarket Type1,train,Food,15
FDQ07,Regular,221.7456,6410.3224,0.087584126,15.1,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDU02,Low Fat,230.6352,916.1408,0.179484411,15.919,OUT046,Tier 2,Small,Supermarket Type1,train,Food,18
FDU57,Regular,152.2708,2373.04436,0.15679782,10.283,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDR40,Regular,82.5618,1049.9666,0.008046878,13.388,OUT049,Tier 3,Small,Supermarket Type3,train,Food,20
FDW02,Regular,126.7704,2628.5784,0.037668051,4.805,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDZ40,Low Fat,55.7298,690.30144,0.070354806,13.686000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDS26,Low Fat,260.5594,9158.079,0.089394766,10.725999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,35
FDC35,Low Fat,207.5638,4555.4036,0.123086812,11.923000000000002,OUT045,Tier 3,Small,Supermarket Type3,train,Food,20
FDJ50,Low Fat,53.7982,944.2375599999999,0.036130545,10.302000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCN55,Non-Edible,238.8538,6008.845,0.059582996,14.6,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-Consumable,23
FDA16,Low Fat,221.9456,2210.456,0.033935576,6.695,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDL58,Regular,264.9568,4745.8224,0.07429945,5.78,OUT049,Tier 2,Small,Supermarket Type1,train,Food,15
FDK15,Low Fat,98.9042,4960.21,0.172309903,13.006,OUT049,Tier 3,Small,Supermarket Type3,train,Food,23
FDP52,Regular,228.601,4823.721,0.071091591,18.7,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDB49,Regular,98.7384,591.2304,0.052791124,13.006,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDD04,Low Fat,143.2154,1418.154,0.090153756,16.0,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDU32,Low Fat,123.0414,121.8414,0.0,8.785,OUT010,Tier 3,Small,Grocery Store,train,Food,24
FDP34,Low Fat,157.763,4224.501,0.240268248,9.732,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
NCZ29,Non-Edible,127.7362,2559.46836,0.119461188,15.38,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,20
FDJ53,Low Fat,122.0098,2869.8643199999997,0.071660976,14.246,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCE06,Non-Edible,160.2894,323.5788,0.160178832,8.937999999999999,OUT019,Tier 1,Small,Grocery Store,train,Non-Consumable,37
FDH46,Regular,103.5332,1442.65544,0.069098084,6.935,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDB27,Low Fat,195.2768,5715.2272,0.055390121,7.575,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDW23,Low Fat,37.3164,38.6164,0.143592939,15.2,OUT019,Tier 1,Small,Grocery Store,train,Food,37
NCF18,Non-Edible,191.9504,767.0016,0.148938624,18.35,OUT045,Tier 3,Small,Supermarket Type1,train,Non-Consumable,20
FDB16,Low Fat,89.2198,1308.297,0.044995631,8.21,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDE24,Low Fat,141.0812,1139.8496,0.09344495,14.85,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
NCR38,Non-Edible,253.4724,6795.1548,0.114160573,17.25,OUT049,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
FDZ51,Regular,96.9094,1596.4552399999998,0.091310237,14.048999999999998,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
FDF50,Low Fat,198.9768,2734.70692,0.117994019,14.453,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
NCV42,Non-Edible,111.3228,2431.5016,0.031599715,6.26,OUT049,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
FDX01,Low Fat,118.115,1940.94016,0.040446145,9.349,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDT11,Regular,187.7556,3755.112,0.029366813,5.94,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDS19,Regular,77.3012,607.2096,0.064307102,13.8,OUT049,Tier 3,Medium,Supermarket Type1,train,Food,23
FDQ26,Regular,60.9562,770.3306,0.068256316,11.767000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRC12,Low Fat,189.1188,3237.1196,0.038040837,17.85,OUT017,Tier 2,Small,Supermarket Type1,train,Drinks,15
FDP32,Low Fat,128.8678,1398.8458,0.087652908,6.65,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
NCW17,Non-Edible,129.9994,3340.9844,0.019292355,12.860999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,37
DRG51,Low Fat,166.0526,657.8104,0.019314961,12.1,OUT017,Tier 3,Small,Supermarket Type1,train,Drinks,15
NCC07,Non-Edible,106.9964,1731.7458,0.024086626,12.629000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
FDZ27,Low Fat,51.535,848.895,0.017191055,7.935,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDH21,Low Fat,160.0604,1267.6832,0.031273559,10.395,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDL40,Low Fat,96.541,868.869,0.011660463,17.7,OUT045,Tier 3,Small,Supermarket Type2,train,Food,13
NCW42,Non-Edible,221.8456,884.1824,0.097865088,18.2,OUT017,Tier 3,Small,Supermarket Type1,train,Non-Consumable,15
DRK35,Low Fat,38.0506,796.9626,0.125793938,14.065000000000001,OUT049,Tier 2,Small,Supermarket Type1,train,Drinks,18
NCH55,Non-Edible,127.402,759.012,0.034742632,16.35,OUT045,Tier 2,Small,Supermarket Type1,train,Non-Consumable,20
FDV16,Regular,35.7558,484.96872,0.145200948,11.434000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDA49,Low Fat,89.0198,1744.396,0.113669629,14.659,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDK58,Regular,101.9016,2631.2416,0.045165796,11.35,OUT045,Tier 3,Small,Supermarket Type2,train,Food,13
FDD39,Low Fat,218.385,3488.9251600000002,0.122832172,13.356,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDN04,Regular,180.3344,3747.1224,0.014087057,8.874,OUT046,Tier 3,Small,Supermarket Type3,train,Food,25
NCO26,Non-Edible,117.5492,1969.4364,0.076855628,7.235,OUT046,Tier 2,Small,Supermarket Type1,train,Non-Consumable,18
NCS17,Non-Edible,96.4436,2741.7644,0.080956792,18.6,OUT018,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDF10,Regular,149.1418,588.5672,0.157246634,15.5,OUT049,Tier 2,Small,Supermarket Type1,train,Food,20
FDD21,Regular,114.4176,343.5528,0.030616757,10.3,OUT049,Tier 2,Small,Supermarket Type1,train,Food,18
FDD32,Regular,82.6276,731.0484,0.040897932,17.7,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDC37,Low Fat,107.6938,214.3876,0.057556998,12.345,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDX52,Regular,194.982,2815.0024000000003,0.073541072,13.267,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
FDD51,Low Fat,45.0744,452.744,0.120139206,11.15,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
NCJ18,Non-Edible,120.5124,2133.2232,0.164196823,12.35,OUT049,Tier 2,Small,Supermarket Type1,train,Non-Consumable,18
FDB46,Regular,213.7244,3037.77908,0.094294233,10.5,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDQ08,Regular,62.9536,2266.3832,0.018968743,11.441,OUT045,Tier 3,Small,Supermarket Type3,train,Food,20
FDQ09,Low Fat,115.2834,1267.0174,0.058369013,7.235,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDH17,Regular,96.9726,1076.5986,0.016687114,16.2,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
DRG11,Low Fat,108.9596,1186.4556,0.0,6.385,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,25
FDM28,Low Fat,181.366,2516.724,0.075661985,15.7,OUT013,Tier 3,Small,Supermarket Type1,train,Food,24
FDE41,Regular,83.1566,1099.2358,0.064376263,9.195,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
DRC36,Regular,173.7054,5778.4782,0.044767032,12.022,OUT027,Tier 3,Medium,Supermarket Type3,train,Drinks,37
FDP12,Regular,36.9874,705.748,0.045266806,9.8,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDY59,Low Fat,94.3462,925.462,0.031452265,8.195,OUT049,Tier 3,Medium,Supermarket Type2,train,Food,13
FDZ43,Regular,244.3512,4098.26532,0.057381292,12.542000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRK39,Low Fat,82.225,2746.425,0.049823902,7.02,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,35
FDC26,Low Fat,110.6886,1334.2632,0.126897925,10.195,OUT035,Tier 3,Small,Supermarket Type2,train,Food,13
FDK26,Regular,184.824,4287.752,0.03217132,5.46,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDQ48,Regular,98.1726,489.363,0.034404732,14.3,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDO50,Low Fat,90.2804,1653.8472,0.0,16.25,OUT018,Tier 3,Small,Supermarket Type2,train,Food,13
FDQ14,Low Fat,147.905,1647.855,0.061883353,9.27,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDV12,Regular,97.6384,2857.6136,0.060863167,16.7,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
NCM43,Non-Edible,164.821,2120.573,0.019554705,14.5,OUT035,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDL02,Regular,107.1622,211.7244,0.182236555,12.345,OUT049,Tier 1,Small,Supermarket Type1,train,Food,23
DRH59,Low Fat,72.338,805.618,0.0,10.8,OUT049,Tier 1,Medium,Supermarket Type1,train,Drinks,23
FDH50,Regular,185.1266,2213.1192,0.161301097,15.0,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDK51,Low Fat,264.0884,5829.7448,0.005234153,19.85,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDR58,Low Fat,94.5462,2868.9322,0.041913535,14.109,OUT035,Tier 3,Small,Supermarket Type3,train,Food,18
FDV31,Low Fat,178.437,2697.6884399999994,0.178622919,13.644,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
FDO33,Low Fat,115.3518,1821.6288,0.089686322,14.75,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDI33,Low Fat,90.3146,2554.0088,0.028579565,16.5,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
NCK30,Non-Edible,255.5698,4171.103840000001,0.102065622,14.124,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDS36,Regular,111.857,549.285,0.047152554,8.38,OUT049,Tier 3,Small,Supermarket Type1,train,Food,15
NCS18,Non-Edible,108.6938,1851.9892799999998,0.042383069,10.512,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDQ16,Low Fat,110.3912,1773.82436,0.041974489,13.288999999999998,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCJ30,Non-Edible,171.379,2886.243,0.081096613,5.82,OUT046,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDO27,Regular,95.2752,1534.0032,0.179806961,6.175,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
NCB19,Non-Edible,85.0882,2233.0932,0.090436094,6.525,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-Consumable,23
NCM42,Non-Edible,110.0912,1637.868,0.028365524,6.13,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-Consumable,23
FDR09,Low Fat,260.5962,5590.589440000001,0.136085739,10.989,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRK23,Low Fat,254.104,4554.072,0.07226985,8.395,OUT049,Tier 3,Medium,Supermarket Type2,train,Drinks,13
FDT16,Regular,262.1278,5658.76736,0.08145081,9.959,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDZ34,Low Fat,194.282,1804.8506399999999,0.076307719,6.695,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
FDC23,Low Fat,178.9686,3219.8088,0.018007487,18.0,OUT018,Tier 3,Small,Supermarket Type2,train,Food,13
FDQ31,Regular,89.8856,175.7712,0.0901292,5.785,OUT035,Tier 3,Small,Supermarket Type1,train,Food,18
FDR10,Low Fat,163.8552,2488.6272400000003,0.016804724,9.939,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
FDQ24,Low Fat,250.4724,251.6724,0.12898088,13.719000000000003,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDX39,Regular,212.5586,6331.758,0.04975339,14.3,OUT049,Tier 3,Medium,Supermarket Type1,train,Food,23
NCC19,Non-Edible,193.982,1628.0141600000002,0.097275225,12.966,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
NCQ17,Non-Edible,158.363,3086.78196,0.20473381,11.531000000000002,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
NCC31,Non-Edible,157.7972,1713.7692,0.019866705,8.02,OUT035,Tier 3,Small,Supermarket Type1,train,Non-Consumable,18
FDE36,Regular,161.8868,3275.736,0.041764487,5.26,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
NCQ30,Non-Edible,123.8414,2125.36676,0.050901814,13.072,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
FDR23,Low Fat,177.837,6351.732,0.08139146,9.648000000000001,OUT027,Tier 3,Small,Supermarket Type3,train,Food,15
NCU41,Non-Edible,192.1846,6687.961,0.05213575,18.85,OUT049,Tier 2,Small,Supermarket Type1,train,Non-Consumable,18
FDP57,Low Fat,104.399,1280.06708,0.052740763,17.5,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
NCF43,Non-Edible,142.947,2365.72056,0.052239735,11.331999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
FDF04,Low Fat,258.3304,3358.2952,0.013634468,17.5,OUT035,Tier 3,Small,Supermarket Type1,train,Food,18
FDJ20,Regular,123.5388,1981.4208,0.100583009,20.7,OUT049,Tier 3,Medium,Supermarket Type2,train,Food,13
DRG36,Low Fat,172.3106,4277.765,0.09557165,9.443999999999999,OUT046,Tier 3,Small,Supermarket Type3,train,Drinks,18
DRM11,Low Fat,259.7278,2863.6058,0.066014596,6.57,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,35
FDY57,Regular,97.5752,1239.85276,0.121940099,13.225,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCE07,Non-Edible,143.8154,2694.4926,0.0132043,8.18,OUT035,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
FDQ60,Regular,122.3098,2692.4952000000003,0.191500528,15.886000000000001,OUT046,Tier 3,Small,Supermarket Type3,train,Food,15
FDL48,Regular,49.2034,729.051,0.137697119,19.35,OUT013,Tier 3,Small,Supermarket Type1,train,Food,24
FDH45,Regular,42.8796,949.4308,0.105646853,15.1,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDB56,Regular,187.8556,938.778,0.074931201,8.75,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
FDZ20,Low Fat,253.0356,11445.102,0.0,10.725999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDQ10,Low Fat,172.3422,5345.7082,0.033230816,12.85,OUT049,Tier 2,Small,Supermarket Type1,train,Food,18
FDE10,Regular,130.0626,131.1626,0.150554711,6.67,OUT010,Tier 3,Small,Grocery Store,train,Food,24
FDV07,Low Fat,110.7228,1657.842,0.031346387,9.5,OUT045,Tier 2,Small,Supermarket Type1,train,Food,15
FDG29,Low Fat,43.3454,419.454,0.056245075,14.102,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,35
DRI23,Low Fat,162.0578,3530.0716,0.137972993,9.528,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,13
FDY14,Low Fat,264.5226,5584.19776,0.122631339,13.116,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDT38,Low Fat,83.1566,1606.5754,0.057654132,18.7,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
DRH36,Low Fat,74.9696,593.8936,0.058444176,15.381,OUT049,Tier 3,Small,Supermarket Type1,train,Drinks,15
FDH60,Regular,198.411,3122.46884,0.141360118,15.389999999999997,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDA11,Low Fat,95.6436,1224.4062,0.075705596,11.366000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDR26,Low Fat,175.8028,1593.9252,0.042836778,20.7,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
NCL54,Non-Edible,175.2054,3502.108,0.082921642,12.6,OUT045,Tier 2,Small,Supermarket Type1,train,Non-Consumable,20
FDG60,Low Fat,236.2616,2533.369,0.101598896,15.369,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCV41,Non-Edible,112.5228,1989.4104,0.017038777,14.35,OUT046,Tier 1,Small,Supermarket Type1,train,Non-Consumable,25
DRQ35,Low Fat,122.4388,5448.9072,0.042086652,12.081,OUT027,Tier 3,Medium,Supermarket Type3,train,Drinks,37
FDV48,Regular,79.8644,1120.67456,0.086396038,13.830000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDI44,Low Fat,75.2328,1544.656,0.099747488,12.657,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDF40,Regular,248.4092,2241.0828,0.022639471,20.25,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
